customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,churn_flag,tenure_band,tenure_sort_index
C00505,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,62.92,795.39,No,0,13-24,3
C00506,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,39.76,926.85,No,0,13-24,3
C00507,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,38.89,1924.1,No,0,49-72,5
C00508,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.24,1076.6,Yes,1,13-24,3
C00509,Male,1,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,65.63,3563.51,Yes,1,49-72,5
C00510,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.57,841.3,Yes,1,13-24,3
C00511,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.45,2719.64,Yes,1,25-48,4
C00512,Male,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,498.58,Yes,1,25-48,4
C00513,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.39,2589.09,No,0,25-48,4
C00514,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,58.26,1977.17,No,0,25-48,4
C00515,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,50.86,1005.11,Yes,1,13-24,3
C00516,Female,1,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,65.03,4559.06,No,0,49-72,5
C00517,Male,0,Yes,No,43,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.1,917.77,No,0,25-48,4
C00518,Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,36.67,565.02,No,0,13-24,3
C00519,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,61.23,1681.69,No,0,25-48,4
C00520,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,60.36,3630.26,No,0,49-72,5
C00521,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,53.22,1815.16,No,0,25-48,4
C00522,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,36.03,271.38,Yes,1,7-12,2
C00523,Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,64.12,3321.09,Yes,1,49-72,5
C00524,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.01,1679.67,Yes,1,25-48,4
C00525,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,29.33,789.92,No,0,25-48,4
C00526,Male,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,70.87,272.08,No,0,0-6,1
C00527,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,38.68,662.44,No,0,13-24,3
C00528,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,67.75,2337.6,No,0,25-48,4
C00529,Female,1,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,57.5,3636.88,No,0,49-72,5
C00530,Female,1,Yes,No,13,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,34.09,430.74,No,0,13-24,3
C00531,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.35,1562.28,Yes,1,25-48,4
C00532,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.22,494.2,No,0,13-24,3
C00533,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,37.5,1932.11,Yes,1,49-72,5
C00534,Male,0,Yes,Yes,33,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,29.51,1026.95,No,0,25-48,4
C00535,Female,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card,34.64,634.02,No,0,13-24,3
C00536,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,36.17,1547.89,Yes,1,25-48,4
C00537,Male,0,Yes,No,22,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,407.57,No,0,13-24,3
C00538,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,62.99,1508.3,Yes,1,25-48,4
C00539,Female,0,Yes,Yes,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.85,1247.32,Yes,1,25-48,4
C00540,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,40.1,783.34,No,0,13-24,3
C00541,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,51.57,1949.33,Yes,1,25-48,4
C00542,Female,1,No,Yes,21,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,46.91,909.45,No,0,13-24,3
C00543,Male,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,60.14,2917.13,No,0,25-48,4
C00544,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,59.9,1262.56,No,0,13-24,3
C00545,Male,0,Yes,No,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.02,819.05,No,0,25-48,4
C00546,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,60.69,3546.5,No,0,49-72,5
C00547,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,59.95,3542.8,Yes,1,49-72,5
C00548,Male,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.16,681.07,Yes,1,25-48,4
C00549,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,37.31,1351.74,No,0,25-48,4
C00550,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,38.43,1273.73,No,0,25-48,4
C00551,Female,1,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,57.29,815.96,No,0,13-24,3
C00552,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.96,582.56,No,0,7-12,2
C00553,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,32.54,2510.41,Yes,1,49-72,5
C00554,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.55,1598.71,No,0,25-48,4
C00555,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.49,513.95,Yes,1,7-12,2
C00556,Female,1,No,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,38.28,2332.65,Yes,1,49-72,5
C00557,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,49.3,413.3,Yes,1,7-12,2
C00558,Female,0,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.31,1385.17,Yes,1,25-48,4
C00559,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.8,327.15,Yes,1,0-6,1
C00560,Male,0,Yes,No,8,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.78,187.51,Yes,1,7-12,2
C00561,Male,0,Yes,No,35,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.49,722.69,Yes,1,25-48,4
C00562,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,34.22,232.44,No,0,7-12,2
C00563,Male,0,No,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,44.0,1686.69,Yes,1,25-48,4
C00564,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.99,1323.05,Yes,1,13-24,3
C00565,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,60.8,194.79,Yes,1,0-6,1
C00566,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.2,983.5,Yes,1,25-48,4
C00567,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,58.72,3752.75,No,0,49-72,5
C00568,Female,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,30.18,536.8,No,0,13-24,3
C00569,Male,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,51.73,1736.21,Yes,1,25-48,4
C00570,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,56.97,1186.93,No,0,13-24,3
C00571,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,55.83,730.35,Yes,1,13-24,3
C00572,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,57.75,2962.05,Yes,1,49-72,5
C00573,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,59.46,4140.73,No,0,49-72,5
C00574,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,64.43,2404.05,Yes,1,25-48,4
C00575,Male,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.03,2062.31,Yes,1,49-72,5
C00576,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,57.78,786.98,Yes,1,13-24,3
C00577,Female,0,No,No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.97,815.6,No,0,13-24,3
C00578,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.46,907.9,No,0,13-24,3
C00579,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,58.17,1345.7,No,0,25-48,4
C00580,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,40.86,1491.42,No,0,25-48,4
C00581,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer,43.32,1117.48,No,0,25-48,4
C00582,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,37.53,504.31,No,0,13-24,3
C00583,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card,33.88,2486.55,No,0,49-72,5
C00584,Female,0,Yes,No,57,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,30.39,1842.76,Yes,1,49-72,5
C00585,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,64.77,303.34,Yes,1,0-6,1
C00586,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,63.75,2687.04,No,0,25-48,4
C00587,Male,1,No,Yes,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.25,1041.18,Yes,1,25-48,4
C00588,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.79,4152.1,Yes,1,49-72,5
C00589,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.87,1131.89,No,0,13-24,3
C00590,Female,1,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,29.73,329.02,Yes,1,7-12,2
C00591,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,57.17,692.26,No,0,7-12,2
C00592,Female,1,No,No,66,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,32.95,2060.53,No,0,49-72,5
C00593,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,68.1,2306.61,No,0,25-48,4
C00594,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,68.27,357.75,Yes,1,0-6,1
C00595,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,43.26,1440.37,No,0,25-48,4
C00596,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,62.52,525.52,No,0,7-12,2
C00597,Female,0,Yes,Yes,55,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.37,1565.97,No,0,49-72,5
C00598,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.68,1192.64,No,0,13-24,3
C00599,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,60.86,453.05,No,0,7-12,2
C00600,Male,0,Yes,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,30.11,2017.13,No,0,49-72,5
C00601,Female,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,42.8,1462.89,Yes,1,25-48,4
C00602,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,36.71,2484.8,No,0,49-72,5
C00603,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,63.77,1716.59,No,0,25-48,4
C00604,Male,0,No,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.07,962.11,No,0,25-48,4
C00605,Male,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.99,1046.77,No,0,13-24,3
C00606,Female,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.04,3228.48,Yes,1,25-48,4
C00607,Female,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.16,639.31,Yes,1,25-48,4
C00608,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.87,915.91,Yes,1,13-24,3
C00609,Male,1,Yes,No,22,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,20.41,462.78,Yes,1,13-24,3
C00610,Female,0,No,Yes,57,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,36.15,2113.12,No,0,49-72,5
C00611,Male,1,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.61,1725.9,Yes,1,49-72,5
C00612,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.97,372.6,No,0,7-12,2
C00613,Male,1,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,56.21,1286.96,No,0,13-24,3
C00614,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,34.43,655.66,No,0,13-24,3
C00615,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,44.41,277.4,No,0,0-6,1
C00616,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.78,2563.11,No,0,49-72,5
C00617,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,48.46,1259.68,Yes,1,25-48,4
C00618,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.86,1706.99,Yes,1,25-48,4
C00619,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,61.5,4206.07,No,0,49-72,5
C00620,Female,1,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.84,3439.29,Yes,1,49-72,5
C00621,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,56.73,2838.38,No,0,49-72,5
C00622,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.59,181.46,Yes,1,0-6,1
C00623,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,40.6,81.56,Yes,1,0-6,1
C00624,Female,0,No,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.22,327.89,No,0,7-12,2
C00625,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,58.02,2190.52,No,0,25-48,4
C00626,Female,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.23,467.02,Yes,1,25-48,4
C00627,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.34,126.29,No,0,0-6,1
C00628,Female,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,33.61,1284.05,No,0,25-48,4
C00629,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.4,4836.43,No,0,49-72,5
C00630,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.93,1611.69,Yes,1,25-48,4
C00631,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,67.35,4918.24,No,0,49-72,5
C00632,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,33.73,2219.71,No,0,49-72,5
C00633,Male,1,No,No,34,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,44.79,1579.72,No,0,25-48,4
C00634,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.85,627.29,Yes,1,7-12,2
C00635,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.89,307.71,Yes,1,0-6,1
C00636,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,62.67,539.87,No,0,7-12,2
C00637,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card,61.1,691.0,No,0,7-12,2
C00638,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,40.95,353.29,Yes,1,7-12,2
C00639,Female,0,Yes,Yes,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.73,762.39,No,0,25-48,4
C00640,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,73.13,2084.66,No,0,25-48,4
C00641,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,63.56,3325.77,No,0,49-72,5
C00642,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.16,2067.61,Yes,1,25-48,4
C00643,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,59.4,703.38,Yes,1,7-12,2
C00644,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.61,2211.06,Yes,1,25-48,4
C00645,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,64.98,3914.42,Yes,1,49-72,5
C00646,Female,0,Yes,No,13,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,24.69,302.28,No,0,13-24,3
C00647,Female,0,No,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.2,1394.18,No,0,49-72,5
C00648,Female,0,Yes,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.31,268.3,Yes,1,7-12,2
C00649,Female,0,No,Yes,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.16,1093.34,Yes,1,25-48,4
C00650,Female,0,Yes,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.43,557.59,No,0,25-48,4
C00651,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,56.17,1943.37,Yes,1,25-48,4
C00652,Female,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.9,1351.78,No,0,49-72,5
C00653,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.8,4455.42,Yes,1,49-72,5
C00654,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.33,1167.41,No,0,13-24,3
C00655,Male,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,64.21,68.06,Yes,1,0-6,1
C00656,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.19,534.36,Yes,1,7-12,2
C00657,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,59.23,1155.73,Yes,1,13-24,3
C00658,Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,45.51,1685.75,No,0,25-48,4
C00659,Female,1,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.79,1907.62,Yes,1,25-48,4
C00660,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.22,1781.7,No,0,49-72,5
C00661,Male,0,No,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,234.17,Yes,1,7-12,2
C00662,Female,0,Yes,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.29,525.52,No,0,13-24,3
C00663,Female,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.34,251.15,Yes,1,7-12,2
C00664,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,32.83,1571.93,Yes,1,25-48,4
C00665,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,45.28,1643.99,Yes,1,25-48,4
C00666,Male,0,No,No,17,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,306.18,Yes,1,13-24,3
C00667,Female,0,No,Yes,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.28,629.53,No,0,25-48,4
C00668,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,38.35,929.3,Yes,1,25-48,4
C00669,Female,0,Yes,No,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,38.6,1688.01,No,0,25-48,4
C00670,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,37.49,540.36,Yes,1,13-24,3
C00671,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,41.99,2553.01,No,0,49-72,5
