customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00562,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,34.22,232.44,No
C00563,Male,0,No,Yes,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,44.0,1686.69,Yes
C00564,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.99,1323.05,Yes
C00565,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,60.8,194.79,Yes
C00566,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.2,983.5,Yes
C00567,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,58.72,3752.75,No
C00568,Female,0,No,No,17,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,30.18,536.8,No
C00569,Male,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,51.73,1736.21,Yes
C00570,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,56.97,1186.93,No
C00571,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,55.83,730.35,Yes
C00572,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,57.75,2962.05,Yes
C00573,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,59.46,4140.73,No
C00574,Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,64.43,2404.05,Yes
C00575,Male,0,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.03,2062.31,Yes
C00576,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,57.78,786.98,Yes
C00577,Female,0,No,No,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.97,815.6,No
C00578,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.46,907.9,No
C00579,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,58.17,1345.7,No
C00580,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,40.86,1491.42,No
C00581,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer,43.32,1117.48,No
C00582,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,37.53,504.31,No
C00583,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card,33.88,2486.55,No
C00584,Female,0,Yes,No,57,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,30.39,1842.76,Yes
C00585,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,64.77,303.34,Yes
C00586,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,63.75,2687.04,No
C00587,Male,1,No,Yes,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.25,1041.18,Yes
C00588,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.79,4152.1,Yes
C00589,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.87,1131.89,No
C00590,Female,1,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,29.73,329.02,Yes
C00591,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,57.17,692.26,No
C00592,Female,1,No,No,66,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,32.95,2060.53,No
C00593,Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,68.1,2306.61,No
C00594,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,68.27,357.75,Yes
C00595,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,43.26,1440.37,No
C00596,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,62.52,525.52,No
C00597,Female,0,Yes,Yes,55,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.37,1565.97,No
C00598,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.68,1192.64,No
C00599,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,60.86,453.05,No
C00600,Male,0,Yes,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,30.11,2017.13,No
C00601,Female,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,42.8,1462.89,Yes
C00602,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,36.71,2484.8,No
C00603,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,63.77,1716.59,No
C00604,Male,0,No,Yes,38,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.07,962.11,No
C00605,Male,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.99,1046.77,No
C00606,Female,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.04,3228.48,Yes
C00607,Female,1,No,No,26,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.16,639.31,Yes
C00608,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,60.87,915.91,Yes
C00609,Male,1,Yes,No,22,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,20.41,462.78,Yes
C00610,Female,0,No,Yes,57,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,36.15,2113.12,No
C00611,Male,1,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.61,1725.9,Yes
C00612,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,39.97,372.6,No
C00613,Male,1,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,56.21,1286.96,No
C00614,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,34.43,655.66,No
C00615,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,44.41,277.4,No
C00616,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.78,2563.11,No
C00617,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,48.46,1259.68,Yes
C00618,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.86,1706.99,Yes
C00619,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,61.5,4206.07,No
C00620,Female,1,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.84,3439.29,Yes
C00621,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,56.73,2838.38,No
C00622,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.59,181.46,Yes
C00623,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,40.6,81.56,Yes
C00624,Female,0,No,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.22,327.89,No
C00625,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,58.02,2190.52,No
C00626,Female,0,Yes,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,18.23,467.02,Yes
C00627,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.34,126.29,No
C00628,Female,0,Yes,No,38,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,33.61,1284.05,No
C00629,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,67.4,4836.43,No
C00630,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.93,1611.69,Yes
C00631,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,67.35,4918.24,No
C00632,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,33.73,2219.71,No
C00633,Male,1,No,No,34,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,44.79,1579.72,No
C00634,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.85,627.29,Yes
C00635,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.89,307.71,Yes
C00636,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer,62.67,539.87,No
C00637,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card,61.1,691.0,No
C00638,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,40.95,353.29,Yes
C00639,Female,0,Yes,Yes,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.73,762.39,No
C00640,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,73.13,2084.66,No
C00641,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,63.56,3325.77,No
C00642,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.16,2067.61,Yes
C00643,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,59.4,703.38,Yes
C00644,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.61,2211.06,Yes
C00645,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,64.98,3914.42,Yes
C00646,Female,0,Yes,No,13,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,24.69,302.28,No
C00647,Female,0,No,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.2,1394.18,No
C00648,Female,0,Yes,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.31,268.3,Yes
C00649,Female,0,No,Yes,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.16,1093.34,Yes
C00650,Female,0,Yes,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.43,557.59,No
C00651,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,56.17,1943.37,Yes
C00652,Female,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.9,1351.78,No
C00653,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.8,4455.42,Yes
C00654,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.33,1167.41,No
C00655,Male,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,64.21,68.06,Yes
C00656,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.19,534.36,Yes
C00657,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,59.23,1155.73,Yes
C00658,Male,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,45.51,1685.75,No
C00659,Female,1,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.79,1907.62,Yes
C00660,Female,0,No,No,72,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.22,1781.7,No
C00661,Male,0,No,No,11,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,234.17,Yes
C00662,Female,0,Yes,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.29,525.52,No
C00663,Female,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.34,251.15,Yes
C00664,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,32.83,1571.93,Yes
C00665,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,45.28,1643.99,Yes
C00666,Male,0,No,No,17,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,306.18,Yes
C00667,Female,0,No,Yes,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.28,629.53,No
C00668,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,38.35,929.3,Yes
C00669,Female,0,Yes,No,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,38.6,1688.01,No
C00670,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,37.49,540.36,Yes
C00671,Female,0,Yes,No,64,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,41.99,2553.01,No
C00672,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,34.75,587.22,No
C00673,Male,0,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.47,468.3,Yes
C00674,Female,0,No,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,43.4,1953.19,Yes
C00675,Male,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,40.88,1329.89,Yes
C00676,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,66.55,2383.31,No
C00677,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.77,1218.92,No
C00678,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.39,1897.61,Yes
C00679,Female,1,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.8,1149.17,Yes
C00680,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.65,2761.82,No
C00681,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,54.85,1750.21,No
C00682,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer,46.92,1854.61,No
C00683,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,52.29,888.47,Yes
C00684,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,53.51,662.16,No
C00685,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,59.81,1294.59,Yes
C00686,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,44.14,1194.1,No
C00687,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.91,394.47,Yes
C00688,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,33.6,917.62,No
C00689,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.93,1057.69,Yes
C00690,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,60.67,1052.81,Yes
C00691,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,70.4,2228.38,No
C00692,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,35.07,588.11,No
C00693,Male,0,No,No,63,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.42,1413.59,Yes
C00694,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.91,867.45,Yes
C00695,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,37.78,221.98,Yes
C00696,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,59.99,1779.91,No
C00697,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.35,435.29,Yes
C00698,Male,1,Yes,Yes,39,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,26.43,979.59,Yes
C00699,Female,1,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,54.24,550.69,Yes
C00700,Male,0,No,Yes,41,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,20.51,862.83,Yes
C00701,Female,1,No,No,38,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,39.13,1534.97,Yes
C00702,Male,0,No,No,7,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.83,147.71,Yes
C00703,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.59,994.96,No
C00704,Male,0,Yes,Yes,61,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,21.19,1194.46,No
C00705,Male,1,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,66.98,2492.73,No
C00706,Female,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.14,2196.95,No
C00707,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,68.48,3928.36,No
C00708,Female,1,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,34.66,1397.41,Yes
C00709,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,59.68,2293.52,No
C00710,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.22,2225.59,Yes
C00711,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,61.4,3415.8,Yes
C00712,Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.56,1472.87,Yes
C00713,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,37.11,759.82,No
C00714,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,40.81,733.93,Yes
C00715,Female,1,No,No,5,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,18.81,89.0,Yes
C00716,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,60.67,3115.33,No
C00717,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,38.25,819.01,Yes
C00718,Male,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,18.05,637.27,No
C00719,Female,0,No,No,47,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18.94,943.52,Yes
C00720,Female,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card,55.05,667.25,No
C00721,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.88,559.91,Yes
C00722,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,67.26,3653.24,No
C00723,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,32.38,426.17,No
C00724,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,65.52,203.37,No
C00725,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,57.35,1636.84,No
C00726,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.76,559.11,Yes
C00727,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,65.45,2357.31,No
C00728,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,67.19,5033.75,Yes
C00729,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,57.81,853.88,No
C00730,Male,1,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,53.82,693.65,Yes
C00731,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,36.74,932.09,Yes
C00732,Female,1,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,66.21,810.83,Yes
C00733,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.04,1261.34,No
C00734,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.02,2036.49,No
C00735,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.59,403.87,Yes
C00736,Male,0,No,No,33,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.32,731.9,Yes
C00737,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer,40.31,858.03,No
C00738,Female,0,Yes,No,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer,44.59,903.73,No
C00739,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,37.58,312.98,Yes
C00740,Male,0,Yes,No,16,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.88,394.56,Yes
C00741,Female,1,Yes,No,31,Yes,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,22.51,709.92,No
C00742,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,58.84,2855.98,Yes
C00743,Male,1,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,57.67,3762.16,No
C00744,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,62.14,2210.34,No
C00745,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,62.64,1851.2,Yes
C00746,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.9,348.12,No
